CODE,DESCRIPTION
3238,LOVISH FERTILIZER AGENCY - NASEERABAD
3239,DASTAGIR FERTILIZER AGENCY - JAHANPUR
3241,KRUDDSON PVT LTD - KARACHI
3243,SASTA MART - MALIR
3244,"JEELANI FERTILZER AGENCY - THULL,"
3245,A.S.ZAREE MARKAZ - DERA MURAD  JAMALI
3248,LC/01/030/343 HMBL $117315 PMC PETROGULF
3249,AL MADINA TRADERS
3250,KANWAL TRADING
3252,BABA FAREED TRADERS - HYDERABAD
3253,SOLAR SYSTEM 1MW PQ (ELECTORLINE IMPORT)
3255,BANKISLAMI GOLARCHI BRANCH
3256,JOSAAAR JOAQUIM OLIVEIRA BRAZIL
3257,ABL SADAR BR - AC # 2004 8934 0700 20
3259,SILVER STAR FOOD INK - USA
3262,SIRAJ BROKER
3264,HAJI M.ALAM SOOMRO - OSTA MUHAMMAD
3266,MUNAWAR RICE MILL - PAKHO STOP
3267,GARIBSONS RICE MILL - GOLARCHI
3269,SARFARAZ FERTILIZER AGENCY - LARKANA
3271,ALLOWNCE FOR DISC/AFTER SALES EXP HYB SEEDS
3272,ADEEL KHANZADA (B/D)
3274,LARKANA SEED - LARKANA
3411,DIRECTORS AC RECEIVABLE - REMU & OTHERS
2962,AHMAD TRADERS
3118,M.IQBAL KIRYANA STORE - JATI
3119,N.K.TRADERS KARACHI
3120,SAAD GROUP LTD - SIERRA LEONE
3122,LC19INSU0115-00009 PMC $53460 MBL PETRO
3123,LC19INSU0115-00012 CALCIUM $19440 (54MT) MBL MEGAPLAST
3125,PAKISTAN TRADING COMPANY - HYDERABAD
3126,HASSAN
3128,ANJUMAN-E-HASANI CLIFTON KARACHI
3129,SADAF TRADERS HYDERABAD
3131,MARHABA TRADER HYDERABAD
3132,SHOUKAT BROKER - KARACHI
3133,JAFFER BROTHERS - LOAN (MF-JV INVEST)
3134,MECHANICAL RICE FARMING PILOT PROJECT 2019 -CLOSED AC
3136,LC#19INSU0115-00013 MBL PMC $50490
3137,LC#19INSU0115-00014 MBL PMC $99495
3139,LC#19INSU0115-00017 MBL WOOD PENEL $8690 SHANGHAI CHN
3140,MOHSIN JUNAID TRADER - HYDERABAD
3141,AL FALAH RICE - KARACHI
3143,SHENZHEN RUIHETAI INDUSTRY CHINA
3145,ABDUL MALIK
3146,LESTELLO SP Z.O.O -POLAND
3148,ALI RAZA
3150,CONWILL-SAFDAR MEHKRI - LOAN (MF-JV INVST)
3151,RB  RAFIQ BASHIR - LOAN (MF-JV INVEST)
3153,LC19IAU0115-00018 MBL PMC PETROGULF $230670
3154,LC/01/030/331 HMB PMC PETROGULF $218790
3155,CUSTOMS DUTY (CD) IMPORTS
3157,SALES TAX (INPUT) PAID ON IMPORT
3159,BAIT-US-SALAAM
3160,BANK CHARGES LC/IMPORTS
3161,CLEARING BILL SERVICES - IMPORTS
3162,CLEARING BILL MISC - IMPORTS
3163,CLEARING BILL TRANSPORTATION -IMPORTS
3164,PD AC (CUSTOMS)
3165,DO CHR SHIPPING CO IMPORT
3166,DETAINTION SHIPPING CO
3167,THC (PORT CHARGES) IMPORT
3168,DEMURRAGE PORT IMPORT
3169,ATEEQ
3170,RIMS TRADER LAHORE
3171,BETTER LIFE LIMITED - TANZANIA
3172,SHAN TRADERS - HYDERABAD
3173,AUDIT FEE
3174,JHULAY LAL TRADERS - HYDERABAD
3175,GAFCO CROPS SAE (EGYPT)
3176,AL-AZEEM TRADING INTERNATIONAL KARACHI
3177,MAD ROOSTA KARACHI
3178,IMRAN BROKER (NEW CHALLI)
3179,IMEX INTERNATIONAL TRADING INC YEMEN
3180,RAZZAK & COMPANAY - HYDERABAD
3181,BILAL TRADERS
3182,ANIS NOORANI
3183,ADNAN WELFARE KARACHI
3184,FIDA AZIZ (LARKANA)
3185,KHAN BROTHERS - BY SALE
3186,SARFRAZ RADHAN
3187,USAID ENTERPRISES
3188,QURBAN ALI
3189,GOMES Y GOMES LDA - GUINEA BISSAU
3190,S.K BROKER
3191,YAQOOB BROKER
3192,ANNAND FERTILIZER SURESH - SAKRO
3193,SAKHI DATA FERTILIZER - VAR
3194,GAREEB SONS FERTILIZER - MATLI
3195,AL-BASIT AGRICULTURES STORE - GUJJO
3196,MUGHAL HYBRID RICE SEED STOCK
3197,EMAAN ENTERPRISES - KARACHI
3198,RAHUL BROKER
3199,FACTORY MESS GS D36 PQ
3200,SONEHRI FERTILIZER AGENCY - KANDH KOT
3201,A.Y. ENTERPRISES (YASEEN)
3203,19INSU0115-00016 COLD STORAGE MACHIN $79800
3204,PT SWADAYA PANGAN INTL - INDONESIA
3206,AYAN TRADERS - GOLARCHI
3208,NORANI TRADERS - TMK
3210,ABADGAR PESTICIDES - TANDO BAGHO
3212,MAJID SHAH - JATI
3214,TEKAMAL- KHORWA
3215,ASGHAR RICE MILL - BATHORO
3217,CHOUBARA RICE SUPPLIER (GS-2) TAUQEER
3219,AL-MAJEED FERTILIZER - QAMBER
3221,SEEDS FOC AC
3223,SINDH FERTILIZER AGENCY - KANDH KOT
3225,GLOBAL PACKAGES - KARACHI
3226,DAIMOND RICE MILL - SAJAWAL
3227,MEHRAN RICE MILL - SHAH KARIM (TALHAR)
3229,SILO GHARO RICE (2) 2019 AC
3230,AGHA ZAHEER - SULTAN KOT
3077,SILVER - HASEEB HAMZA
3079,LC-0054LCS180928 MCB $59400 PMC SUMITOM
3080,LC-0054LCS180926 MCB $63360 PMC
3082,LC-18INSU0115-00051 MBL PMC $55192.50
3083,LC-18INSU0115-00052 MBL PMC $53955
3085,LC-18INSU0115-00055 MBL PMC $134887
3086,IMRAN QURESHI BARDANA
3088,SIRAJ BROKER
3089,MAHESH
3092,GASTRO HOSPITALITY PVT LTD
3093,BARKAT RICE MILL (GHULAM MURTUZA)
3094,JAMSHAD
3096,TIME MARKETING (NORTH KARACHI)
3097,A.R.TRADERS JAMSHORO
3098,MURAD ALI
3099,SHOPS  73-C 12TH COMM PH-II EXT DHA
3101,ANHUI SHUNXIN SHENGYUAN BIOLOGICAL FOOD CO LTD
3103,POSCO DAEWOO CORP CINA
3104,YUXUAN INTERNATIOANL TRADING LTD CHINA
3105,M SHAHID TRADER SUKKAR
3107,LC-19INSU0115-00003 MBL PMC $110880
3108,LC-19INSU0115-00004 MBL PMC-3  $110880
3110,LC-19INSU0115-00006 MBL MDF PRESS  $36500
3111,ASHRAF BROKER
3113,BOSCH PHARMA - KARACHI
3114,SOHAIL BROTHERS NAUKOT
3116,AMN TRADERS
3117,KK TRADER - JHODHO
2963,LUKMAN BROKER
2964,SILVER - AKHTER NAGORI
2965,FATEMI KITCHEN
2966,MUGHAL HYBRID RICE SEED COST OF SALE
2967,SALMA SUPER MARKET
2969,BOHRI JAMAT KHANA
2970,GOLRACHI PADDY CULTIVATION FARM (AGRICULTURE) AC
2972,ALLOWANCE FOR MUGHAL PARTIES COMM PAYABLE
2973,HUM MART
2974,M.M.TRADERS (QASIM GEN STORE)
2975,BILAL TRADER
2977,KONAIN BROKER
2978,PREMIUM FOODS USA INC-USA
2979,MC TRUST
2980,BAIT AL MALAKY MANDI
2981,LC-0054LCS180375 MCB SILO EUR 143127 SHP
2983,LC0054LCS180529 MCB $129195 SUMITO PMC
2985,LC0054LCS180389 MCB CHINA PADDY HUSKING PLANT $114000
2986,LC0054LCS180471 MCB BUHLER GB43609 SPARE PART RICE MILL PQ
2987,LC0054LCS180455 MCB CHANZH PADDY HUSKING SHP $210000
2989,NAMA INTERNATIONAL S.A (CHILE)
2990,EMIRATES FOODS SRO SLOVENIA
2991,TABBA C/O ZAHID GARIB
2993,PETTY CASH - GOLRACHI (JAWAD)
2994,AL JADEED
2995,ALLAH BUX MALLAH (SAKRAND)
2997,LC/01/030/289 HMBL LOHIA PP PLANT SPARE $2662
2998,LC/01/030/291 HMBL SLICA GEL $14300 (22MT)
2999,HAJI BADARUDDIN TRADERS - KHIPRO
3000,MARTIN DOW PHARMACEUTICAL
3001,SHIRAZ BROTHERS CANTEEN CONTRACTORS
3002,KISHAN BROKER
3003,LC#0054LCS180712 PMC MCB$ 239580 PETGLF KT1000
3004,RADIANT CHEMICLES (MDF)
3005,CSD MALIR
3006,SILVER HABIB NAGORI
3007,PAKISTAN RICE TRADER
3008,AMMAR TRADER GULSHAN KARACHI
3009,HAJAN ALI
3010,THULL PADDY PROCESS PROJECT(FAHAD KHOSO)
3011,JL TRADERS HUB CHOWKI
3012,AMIR SHAHZAD
3013,MEHFOOZ SHIRMAL HOUSE
3014,PADDY PROCESSING EXPENSES GOLARCHI
3015,CHOBARA PADDY AC (GS-2 LAYYAH  INVEST BANK LOAN AC)
3016,AA PETROLEUM SERVICES
3017,SILVER-JAWAID NAGORI
3018,AKBAR
3019,GOLARCHI RICE TRANSFER GS AC (IRR-6)
3020,SS TRADER (FSD)
3021,PADDY CREDITORS (PURCHASES) SKP-2 (PINDIDAS)
3022,CITY SUPPLIERS SL LTD
3023,OOO BERTALSERVIS
3024,GUANGDONG GUANHUA FOOD CO LTD
3025,ASIM - MUNEER ABBASI
3026,GUANGDONG EAST HERALD CEREALS & OIL TRANSPORT & STORAGE CO LTD
3027,SKP-2 CASH PETTY
3028,PADDY PROCESSING EXPENSES SKP-2 (PINDIDAS)
3029,FAHAD KHOSO (THULL) (PADDY/RICE) PURCHASE
3030,PADDY PURCHASE/STOCKS SKP-2 (PINDIDASS)
3031,PADDY PURCHASE/STOCKS GOLARCHI
3032,BY SALE PADDY UNIT GOLARCHI
3033,CLOSE BY SALE PADDY UNIT SKP-2 (PINDIDAS)
3034,LC18IAU0115-00042 MBL $19980 CALCIUM
3035,SAFDAR RICE CORPORATION C/O ARIF
3036,SHAMS TRADERS C/O ARIF
3037,GEO BROKER
3038,ASIM ALLAH WALA
3039,HANIF BROKER
3040,ABDUL AZIZ BROKER (SUKKHAR)
3041,JUNAID BROKER
3042,ADVANCE AGAINST SALARIES & WAGES
3043,APNA DASTARKHUAN
3044,AMAN TRADERS C/O SILVER
3045,ABBASI BROKER
3046,ALLIED PACIFIC ENTERP (IVORY COAST)
3047,CHULLU KABAB - KARACHI
3049,SAIF ULLAH (JHOOLAY LAL)
3051,NOOR UL AMIN
3052,HOUSE CONSUMER
3053,HGM & SONS
3055,SARFRAZ AHMED C/O AB.W
3057,DHA MULTAN (PLOT FUAD HAMID)
3059,ALTAF BROKER
3060,V.J BROKER
3062,MAXBACHAT SUPER MARKET
3063,ZAHROON TRADING IMPORT EXPORT
3065,AHSAN BROKER
3067,MANSOOR (DADU)
3069,MALIK SHABIR RICE MILL
3070,CHEEMA RILCE MILL SHEIKHUPURA
3071,TILDA LTD - UK
3074,BASTAKI TRADING CORPORATION (BEARING)
3075,USAMA RICE MIIL PATTOKI
3076,SOTRACODIM BP:7180 CAMEROON
2935,LC-0054LCS180291 MCB PMC PERTGLF $61380
2937,LC-0054LCS180326 MCB INDUSS (PDY DRYER 3) $123K
2938,LC-0054LCS180327 MCB INDUSS (PDY DRYER 5) $205K
2940,LC-0054LCS180331 MCB PMC PERTGLF $63K
2941,LC-0054LCS180360 MCB HUNAN CHINA (PDY HUSKING) $120K
2943,NAZIR SSGC SINDH HIGH COURT (DEPOSIT CONTIGENT)
2944,KARACHI FOODS
3970,SYSCOM CONTROL AIR INC (MDF)
2945,SILVER - SHOAIB IQBAL
2946,UTILITY STORE (N) FLOUR
2947,UTILITY STORE (S) FLOUR
2948,DARBAR CATERS & DECORATOR
2950,JUNAID MAYD
2952,FOOD CENTRE
2953,KHORWA LAND (9.5 ACRE) C/O SALIM KHAN
2955,SEASON FOOD (PVT). LTD
2956,NOLA GMBH
2958,LC # 18INSU0115-00027 (MBL) EURO PLAST $11610 CALCIUM
2959,LC # 0054LCS180426 (MCB) SUMITOMO $63360 PMC
2961,LC 0054LCS180485  PMC PETROGULF $29452X2 MCB
4795,IJAZ BROHAI - GOLARCHI
4078,LIBRA SCALES (WEIGHBRIDGE)
3986,T.A.COMMUNICATION PVT. LTD (LFA)
4051,POWER TECH GENERATORS (HOME & HO)
4106,TRANSWORLD ENTERPRISES SERVICES PVT LTD (INTERNET)
3991,SECURITY ORGANIZING SYSTEM PAKISTAN (PVT) LTD
4102,KIBRA ASSOCIATES (S.TAX CONS)
4103,LIMTON INNOVATIVE SYSTEM - CUSTOMER CARE TIME MACHINES
4096,RELIANCE WATER SERVICES - SKP
4012,SO SAFE WATER TECHNOLOGIES
4088,AL-NOOR FILLING STATION - SKP
4401,MEZAN TEA (PVT) LTD
4340,SAFAN ENTERPRISES - MDF (TOTAL DISTB)
4027,HIGH PACK PVT LTD (FLOUR BAGS)
3996,MODERN BATTERY SERVICE STATION
4069,AL-AMEEN SERVICES
4913,ZAFAR ALI BROKER - KARACHI
4911,SUPER PUNJAB BROWN BAF/W
4912,AHSAN BROKER (PUNJAB)
4914,PAPPU BROKER - KARACHI
4915,FG (W) AC - HOME
4916,LC/01/030/1085 PMC $304.4K 297MT PETROGULF
4917,LC/01/030/1087 UV VARNISH $39.5K GUANGZHOU
4918,LC/01/030/1100 PMC $106.9K 99MT PETROGULF
4919,LC/01/030/1099 PMC $106.9K 99MT PETROGULF
4921,USMAN COLORS MANUFACTURING CO - PP
4920,SANTOSH KUMAR ANAR - BALOCHISTAN
4922,KUNDI SERVICES (PVT) LTD -  TRANSPORTER
4923,SEAGOLD (PVT) LTD - SHIPPING FRT
4924,SULTANABAD 63 ACRE - GULMNDA (RAFIQ) LONG2
4925,INDUSTRIAL AUTOMATION - KARACHI
4926,MUSTAFA BAWANI TRADERS-BY SALE
4927,AA C/O ARIF ZAKARIA
4928,AL BASIT C/O ARIF ZAKARIA
4929,MILLAT TRACTORS LIMITED - SKP
4930,AL-FALAH ELECTRONICS- IT
4931,FISH FARM INCONE - SAJAWAL
4932,XXXXX
144,CARTONS
145,EMPTY JUTE BAGS (USED)
147,INDIRECT MATERIALS
149,MILLS SUPPLIES & SPEAR PARTS
152,CHEQUES IN HAND
155,AA GHARO
156,PQ CASH EXPENSES ADVANCE
158,C&F ADVANCE (CLEARING DEPARTMENT)
162,BAH MAIN A/C # 1001-081-051926-01-7 KHI
165,SCB A/C # 01-3865908-01
168,UBL KOT AB.MALIK A/C # 010-1616-1
171,W.I.TAX PAID (EXPORTS)
173,W.I.TAX  PAID (DEDUCTED BY CUTOMERS) U/S 153
176,W.I.TAX  PAID (GAS BILLS)
345,LABOUR CHRGES
347,INSPECTION CHRGS
349,CLEARING & FORWORDING EXPORT
351,EDS CHARGES
353,OTHER EXPORT EXPENSES
2,LAND & BUILDING B69 SITE
355,TRANSPORTATION/CARTAGE
5,BUILDING AT PQ
7,GULSHAN E BENAZIR TOWNSHIP PQ PLOTS (2017)
11,PLOT SHEIKHUPURA
13,PLOT NOORIABAD
15,PLOT SUPER HIGHWAY
17,PLOT W2/13-14-15 (6 ACRS)
20,GLANCORE PQA
22,SHOP TIMBER MARKET
24,RICE PLANT B69
26,PLANT GHARO HDF
29,PRINTING & PACKAGES PLANT B69
31,MACHINERY HANDLING (C&F)
33,PLANT SHEIKHUPURA (SKP-1) (MACHIN/SILO/BLDG/LAND)
38,WEIGH BRIDGE AT JHANG
40,WEIGH BRIDGE AT SHEIKHUPURA
42,GENERATOR PQ
44,GENERATOR GHARO
46,GENERATOR JHANG
47,TRANSFORMAR
49,EQUIPMENTS AT GHARO
52,EQUIPMENTS AT SHEIKHUPURA
54,FURNITURE & FIXTURE AT DHA
56,FURNITURE & FIXTURE AT SHEIKHUPURA
59,AIR CONDITIONERS & FANS DHA OFFICE
62,AIR CONDITIONERS & FANS SHEIKHUPURA
64,DIRECTORS VEHICLES
66,STAFF VEHICLES
68,CAPITAL W.I.P. B69
70,CAPITAL W.I.P. D36-43
72,WEIGH BRIDGE GHARO
75,PLANT & MACHINERY GHARO
77,BUILDING & LAND DEVELOPMENT GHARO
80,DOORMAKING UNIT
82,SECURITY DEPOSITS
84,SHORT TERM INVESTMENT(SHEARS A/C)
86,CONTAINERS DEPOSIT SHIPPING CO
90,PAKISTAN BROKER
93,SILVER TRADING (BY)
95,GHULAM HUSSAIN
96,ABU BAKAR
98,AL-HAMD
99,WHEAT LOCAL SALE  RECEIVABLE CONTROL AC
357,MISC & OTHERS DIRECT EXPENSES
360,SALARIES & ALLOWNCES
362,BONOUS & LEAVE ENCASHMENTS
364,SESSI PORT QASIM (FACTORY)
367,FULE/DIESEL CHARGES
369,TELEPHONE EXPENSES (FOH)
371,REPAIRS & MAINTENANCE PLANT & MACHINRY
4895,LC/01/030/1067 HMB PMC PETROGULF $23K
4896,LC/01/030/1068 HMB AKEMA CHINA SLICA GEL  45MT $45K
4898,MAKLI FARM - 120 ACRE
4899,PAKISTAN INTERNATIONAL AIRLINES CORPORATION LTD (PIA)
4901,FALCON-I PVT LTD - VEHICEL TRACKER GHARO
4902,BDO - EBRAHIM & CO CHARTERED ACCOUNTANTS - AUDIT
4904,MAKLI - MAQBOOL AHMED SAKRO THATTA FARM - 138 ACRE
4906,AL MOMIN RICE
4907,RAKESH KUMAR - KARACHI
4908,ABU BAKAR ENGINEERING - ELECTRICAL
4910,SHAIKH AYUB RICE MILLS
4071,BURHANI ASSOCIATES
4003,HAKIMI TRADER (MDF) AC GAS & SPARES
4085,UNIQUE BUILDING MATERIALS - MDF
4014,KHALIL SONS (MDF SPARE PARTS)
4092,PAKISTAN HARDWARE KARACHI
4066,TIME TRADERS
4091,GUARD AGRICULTURAL RESEARCH AND SERVICES PVT LTD - SKP
4796,RAFIQUE MULTANI - GOLARCHI
4797,ALI MUHAMMAD KHOSO- GOLARCHI
4798,BABU RAMZAN- GOLARCHI
4799,MAILK FIRDOS - GOLARCHI
4800,MIRZA IJAZ - GOLARCHI
4801,AHSAN NIZMANI - GOLARCHI
4802,ARSALAN TRADERS - GOLARCHI
4803,JAN MUHAMMAD BARAN - GOLARCHI
4804,NOSHAD TRADERS - GOLARCHI
4805,SAJID CHANDIO - GOLARCHI
4806,DILEEP KUMAR KK - GOLARCHI
4807,SHEERAZ SUJAWAL FARM - GOLARCHI
4808,HAQ NAWAZ NIZMANI- GOLARCHI
4809,SUN RICE TRADERS - GOLARCHI
4810,HAFIZ S.K SUJAWAL- GOLARCHI
4811,BABU CHANDIO - GOLARCHI
4812,MUHAMMAD SALEEM ARAIN - GOLARCHI
4813,HAJI JANDO JUNEJO - GOLARCHI
4814,SUHAIL ARAIN - GOLARCHI
4815,PARAS TRADERS - GOLARCHI
4816,AWAIS ARAIN - GOLARCHI
4817,QASIM ALI JATT - GOLARCHI
4818,SHABEER AHMED ARAIN - GOLARCHI
4819,ABDUL LATIF KHERIYO - GOLARCHI
4820,GHULAM HYDER JATOI - GOLARCHI
4821,BILAL AHMED JATT - GOLARCHI
4822,IFTIKHAR JATT - GOLARCHI
4823,MUSHTAQ ARAIN - GOLARCHI
4824,NOOR KHAN - GOLARCHI
4825,IBRAHIM JATT - GOLARCHI
4826,SHAH WALI - GOLARCHI
4827,AMEER JATT - GOLARCHI
4828,MALIK ALTAF - GOLARCHI
4829,FAYAZ ALI MEMON - GOLARCHI
4830,MUHAMMAD ISHAQ ARAIN- GOLARCHI
4831,SHOUKAT KAMAL - GOLARCHI
4832,TEKA MAL KHORWA - GOLARCHI
4833,MUHAMMAD IBRAR - GOLARCHI
4834,NATIONAL TRADERS- GOLARCHI
4835,RAM TRADERS GOLARCHI
4836,AWAMI TRADERS PARKASH
4837,GARIB NAWAZ TRADERS GOLARCHI
4838,DILEEP KHOOBO - GOLARCHI
4839,DASTIGHAR TRADERS - GOLARCHI
4840,LAL CHAND KOLHI - GOLARCHI
4841,SAIM TRADERS - GOLARCHI
4842,DATA TRADERS - GOLARCHI
4843,HAJI AQEEL AHMED LAGHARI - GOLARCHI
4844,MIR KHAN FARM - GOLARCHI
4845,ARIF PATHAN - GOLARCHI
4846,MK ENTERPRISES - FLOUR MILL SPARE
4847,GLOBAL ENVIRONMENTAL LAB (PVT.) LTD
4848,ABDUL REHAMN TRADERS
4849,R K TRADERS
4850,TULSI DAS
4851,DASTAGEER TRADERS - HYDERABAD
4852,HABIB ULLAHA MEMON
4853,HAJI ASHRAF HAJI NOOR MOHAMMAD - HYDERABAD
4854,HARESH KUMAR
4855,ASKHAY KUMAR
4856,GUL PARKAS
4857,SURAJ KUMAR
4858,DANISH BROKER
4859,RANA ATIQ
4860,DEAL CART - KARACHI
4861,SADAF TRADERS BY SALE
4862,DATA TRADERS
4863,KAMRAN BROKER - KARACHI
4864,BULK MANAGEMENT
4865,HASAN NAGORI
4866,QALANDRI TRADRERS
4867,ASHOK KUMAR
4868,M ARSAD
4869,GS GLORARHI
4870,ZONE GHARO BOUNDRY WALL 96 ACRE (AMJED CIVIL)
4871,TEKNOKRAT - (LAPTOP PURCHASE)
4872,TRADITIONAL TRADING - SPARE & STATIONARY
4873,"NATIONAL AQUACULTURE GROUP, SAUDI ARABIA"
4874,KAMAL JOKHHIO
4875,GEOLINKS PRIVATE LIMITED - GHARO MDF WASTE MANAGMENT SERICE
4876,AJWA RICE TRADERS
4877,GEL PRIVATE LIMITED - MDF ENVIORMENTAL SERVICE
4878,AMAL BP AC
4879,KHAN MUHAMMAD BROKER - KARACHI
4880,ZAINCOM - ELECTRICAL MATERIALS
4881,LC/01/030/1046 HMB PMC PETROGULF $97020
4882,LC/01/030/1047 HMB PMC PETROGULF $198K
4883,LC/01/030/1048 HMB PMC PETROGULF $291K
4884,LC/01/030/1049 HMB CALCIUM 56MT $17920
4885,RAHIM JAN & CO - AUDITOR
4886,RETAINTION AC $- BAF
4887,ZAHID IQBAL BROKER
4888,BABER TYRE CORPORATION - MDF GHARO
4889,SEED MILLING AND COUTING AC GOLARCHI
4892,MOIN PRACHA - KARACHI
4890,NASIBULLAH BROKER - KARACHI
4891,AKBER BROKER - KARACHI
4893,FAROOQ BROKER - KARACHI
4894,"EMBERTON LTD, SOUTH AFRICA"
4789,TARA CHAND JATI CHOK- GOLARCHI
4790,HAFIZ M. AMEEN JATI CHOK- GOLARCHI
4791,MUHAMMAD ALI KACHI - GOLARCHI
4792,ABBAS MALLAH - GOLARCHI
4793,MUHAMMAD ASLAM BANGALI - GOLARCHI
4794,LUQMAN JATOI - GOLARCHI
4697,ALI HASSAN NORIYO - GOLARCHI
4698,KHEAT SINGH - GOLARCHI
4700,MANGOO MAL - GOLARCHI
4701,RAJAB MEMON - GOLARCHI
4702,SUNEEL KUMAR - GOLARCHI
4703,GOBAND RAM - GOLARCHI
4704,JAVED JAKHRO - GOLARCHI
4705,MUKESH KUMAR - TARAI- GOLARCHI
4706,ASHOK KUMAR SERANI - GOLARCHI
4707,GARIBSONS (PVT) LTD AGRICULTURE FARM- GOLARCHI
4708,LIAQUAT MARI- GOLARCHI
4709,ABDUL GHAFFAR - GOLARCHI
4710,ANEEL KIRYANA - GOLARCHI
4711,ABDUL HAFEEZ ARAIN - GOLARCHI
4712,SHAH NAWAZ TALPUR  - GOLARCHI
4713,AWAMI KIRYANA - GOLARCHI
4714,GM TRADERS - GOLARCHI
4715,JANI SOOMRO - GOLARCHI
4716,JAWED DAHARI - GOLARCHI
4717,LALOO MAL SS - GOLARCHI
4718,ABDUL RAZZAQUE SODHO
4719,LAL SHANKAR - GOLARCHI
4720,MEER MUHAMMAD CHANG - GOLARCHI
4721,DILEEP KUMAR - GOLARCHI
4722,MALIK SHOAIB - GOLARCHI
4723,NEW KOHISTAN TRADERS- GOLARCHI
4724,NOOR HASSAN NORIYO - GOLARCHI
4725,JITANDAR KUMAR - GOLARCHI
4726,ABU TALIB BANGALI - GOLARCHI
4727,KHALID PERVEZ - GOLARCHI
4728,PARKASH KUMAR - KARIYO - GOLARCHI
4729,MK MANDEP KUMAR JATI- GOLARCHI
4730,ASIF NAWAZ RAJPUT- GOLARCHI
4731,ASAD ALI ARAIN - GOLARCHI
4732,JAMAN DASS - GOLARCHI
4733,SHOAIB MIRZA - GOLARCHI
4734,HAJI WAHEED REHMAN BANGALI- GOLARCHI
4735,SHARAFAT ARAIN - GOLARCHI
4736,GHUAL RASOOL GOLARCHI
4737,SHAHID ARAIN - GOLARCHI
4738,AKSHAY KUMAR JATI- GOLARCHI
4739,NORAIZ ALI KHAWAJA JATI- GOLARCHI
4740,SHOAIB BAJWA - GOLARCHI
4741,KHEEM CHAND KIRYANA- GOLARCHI
4742,GHULAM RASOOL GALAA- GOLARCHI
4743,ANWAR KHOKHAR  - GOLARCHI
4744,GHUALM HUSSAIN JATT - GOLARCHI
4745,GHULAM NABI JATT- GOLARCHI
4746,AKRAM KHOKHAR - GOLARCHI
4747,PIR MUHAMMAD SADIQ- GOLARCHI
4748,AMANJI KIRYANA - GOLARCHI
4749,MUHAMMAD BUKSH ATHELO - GOLARCHI
4750,ALI BUKSH ATHELO- GOLARCHI
4751,ASHRAF MACHI - GOLARCHI
4752,PARKASH KUMAR - JATI- GOLARCHI
4753,RAM CHAND TRADERS - GOLARCHI
4754,SONI DHARNI TRADERS- GOLARCHI
4755,KAROO TAPEDAR THAKUR- GOLARCHI
4756,ASIF KUMBHO - GOLARCHI
4757,GHULAM SARVER KUMBHO - GOLARCHI
4758,LAL SHAHBAZ - SUNEEL KUMAR- GOLARCHI
4759,ARSHAD LAL JUNEJO - JATI- GOLARCHI
4760,ASHRAF ARAIN - GOLARCHI
4761,ALI HASSAN MARI - GOLARCHI
4762,ANEEL KUMAR SEERANI KISHAN CHAND- GOLARCHI
4763,YOUSAF ARAIN JATI FARM- GOLARCHI
4764,MOOSA BARAN - GOLARCHI
4765,MUHAMMAD MANSHA KUMBHO- GOLARCHI
4766,ATTA REHMAN - GOLARCHI
4767,YOUNIS MALIO - GOLARCHI
4768,MUHAMMAD ASLAM RAJPUT - GOLARCHI
4769,HUNAIN TRADERS - GOLARCHI
4770,KOHISTAN ATTA CHAKI - GOLARCHI
4771,HAJI QASIM CHANDIO - KADAN - GOLARCHI
4772,MUHAMMAD QASIM SOLANGHI- GOLARCHI
4773,OWAIS CHANDIO - GOLARCHI
4774,RAFIQUE NADHE - GOLARCHI
4775,HAJI TANVEER REHAN - GOLARCHI
4776,APNA TRADERS - GOLARCHI
4777,FAIZ AHMED SUJAWAL - GOLARCHI
4778,AKSHAY KUMAR JEELANI - GOLARCHI
4779,MUHAMMAD ASHRAF PANWAR - GOLARCHI
4780,MUKHTIYAR AHMED JATT- GOLARCHI
4781,QURBAN KHOKHAR - GOLARCHI
4782,NAWAZ ALI SAMO - GOLARCHI
4783,ZOHAIB ZAHID ARAIN - GOLARCHI
4784,HASSAN ARAIN - KHORWA- GOLARCHI
4785,ASAD MALKANI  - GOLARCHI
4786,QADIR NORIYO - GOLARCHI
4787,IQBAL NAWAZ JATT - GOLARCHI
4788,ABDUL KAREEM SAMEJO- GOLARCHI
4691,HAMEED SAMEJO - GOLARCHI
4692,ABDUL MAJEED ARAIN - GOLARCHI
4693,KULDEEP KUMAR - GOLARCHI
4694,MUHAMMAD KHAN NOHANI- GOLARCHI
4695,RAMESH DEWAN - GOLARCHI
4598,ABDUL SATAR HINGORJO  (FARM-2) - 23 ACRE
4599,MITHAN JOKHIO FARM - 73 ACRE
4600,HAFIZ UL HAQ
4601,TEK CHAND
4602,"LULU SAUDI HYPERMARKET COMPANY, SAUDI ARABIA"
4603,"LULU BAHRAIN HYPERMARKET W.L.L, KINGDOM OF BAHRAIN"
4604,AJAY KUMAR
4605,GULAM NABI
4606,GAMCO ENTERPRISES - KARACHI
4607,DGN COM AGENT
4608,ZIKAR MUSTFA MEMON
4609,ROZI KAHAN
4610,MUHAMMAD LAIQ & SONS - ELECTRICAL GOODS
4612,M.HANIF - KARACHI (MUGHAL AC)
4613,CORE INTEGRATED SOLUTIONS (PVT) LTD. (TRANSP ECU)
4614,"SANSI TRADING LIMITED, TANZANIA"
